PostNumber,SymptomId,SymptomName,TreatmentId,TreatmentName,DrugId,DrugName,BodypartId,BodypartName,PostLink
182,C0239849,Harlequin Fetus,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,,,,,,,C1552158,Supernumerary mandibular right central primary incisor,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,,,,,,,C0014865,Esophageal sphincter,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C1291077,Abdominal bloating,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C0000737,Abdominal Pain,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C0014724,Eructation,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C0239849,Harlequin Fetus,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C1457887,Symptoms,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C0013404,Dyspnea,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,,,,,,,C0038351,Stomach,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,,,,,,,C3714551,Stomach structure,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,,,C1306232,Severing,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C0031350,Pharyngitis,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C0242429,Sore Throat,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C0239849,Harlequin Fetus,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C3280240,"MICROCEPHALY, EPILEPSY, AND DIABETES SYNDROME",,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C1291077,Abdominal bloating,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,,,,,,,C0031354,Pharyngeal structure,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,,,,,,,C3665375,Throat,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,,,C0301571,Liquid diet,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C0043194,Wiskott-Aldrich Syndrome,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C0231218,Malaise,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,,,C4554334,IVE Regimen,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C0032285,Pneumonia,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C1457887,Symptoms,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C0017168,Gastroesophageal reflux disease,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,,,,,,,C0227716,Neck of urinary bladder,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C0008031,Chest Pain,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C0018834,Heartburn,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
183,,,C0472888,McKeown esophagectomy,,,,,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,C1457887,Symptoms,,,,,,,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,C5203670,COVID-19,,,,,,,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,,,C0279848,cisplatin/etoposide/mitoxantrone/tamoxifen protocol,,,,,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,C0015967,Fever,,,,,,,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,C0042571,Vertigo,,,,,,,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,C0009450,Communicable Diseases,,,,,,,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,C0272285,Heparin-induced thrombocytopenia,,,,,,,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,C0600142,Hot flushes,,,,,,,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,C0027497,Nausea,,,,,,,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,C0850437,feeling like vomiting,,,,,,,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,C0849959,feeling dizzy,,,,,,,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,C0042571,Vertigo,,,,,,,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,,,C0204558,Group reassurance,,,,,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,C1579931,Depressed - symptom,,,,,,,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,C0015967,Fever,,,,,,,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,,,,,,,C1140621,Leg,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,C0027497,Nausea,,,,,,,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,,,,,,,C0227716,Neck of urinary bladder,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,C0024902,Mastodynia,,,,,,,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,C0085593,Chills,,,,,,,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,C1457887,Symptoms,,,,,,,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,C0012833,Dizziness,,,,,,,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,C0239849,Harlequin Fetus,,,,,,,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,C0017168,Gastroesophageal reflux disease,,,,,,,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,C0042571,Vertigo,,,,,,,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,C0018834,Heartburn,,,,,,,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,,,,,,,C0227230,Body of stomach,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,C0015967,Fever,,,,,,,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,C1457887,Symptoms,,,,,,,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,,,C0472888,McKeown esophagectomy,,,,,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,C0009443,Common Cold,,,,,,,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,C0041912,Upper Respiratory Infections,,,,,,,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,C0042571,Vertigo,,,,,,,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,,,,,,,C0016504,Foot,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,C0231528,Myalgia,,,,,,,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,,,C0279848,cisplatin/etoposide/mitoxantrone/tamoxifen protocol,,,,,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,C0012833,Dizziness,,,,,,,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,C0030193,Pain,,,,,,,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,C1457887,Symptoms,,,,,,,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,C4522181,Brachial Amyotrophic Diplegia,,,,,,,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,C0239849,Harlequin Fetus,,,,,,,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,C0028081,Night sweats,,,,,,,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,C0231218,Malaise,,,,,,,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,C0239849,Harlequin Fetus,,,,,,,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,C0231218,Malaise,,,,,,,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,C0015672,Fatigue,,,,,,,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,C0028081,Night sweats,,,,,,,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,C0013404,Dyspnea,,,,,,,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,C0012833,Dizziness,,,,,,,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,C1457887,Symptoms,,,,,,,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,C0042571,Vertigo,,,,,,,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,C1856053,Hydranencephaly with Renal Aplasia-Dysplasia,,,,,,,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,C0015967,Fever,,,,,,,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
183,,,,,,,C0227073,Mandibular right first molar,https://patient.info//forums/discuss/finally-negative-symptoms-still-lingering--753713
184,,,C0557033,Reminding,,,,,https://patient.info//forums/discuss/parkinsonism-and-covid-19-754778
184,C0030567,Parkinson Disease,,,,,,,https://patient.info//forums/discuss/parkinsonism-and-covid-19-754778
184,C0242422,Parkinsonian Disorders,,,,,,,https://patient.info//forums/discuss/parkinsonism-and-covid-19-754778
184,,,C0472888,McKeown esophagectomy,,,,,https://patient.info//forums/discuss/parkinsonism-and-covid-19-754778
185,C0027497,Nausea,,,,,,,https://patient.info//forums/discuss/post-covid-19-extreme-nausea-751099
185,C0027497,Nausea,,,,,,,https://patient.info//forums/discuss/post-covid-19-extreme-nausea-751099
186,C1457887,Symptoms,,,,,,,https://patient.info//forums/discuss/covid-9-symptoms-for-9-weeks-737081
186,,,,,,,C0038351,Stomach,https://patient.info//forums/discuss/covid-9-symptoms-for-9-weeks-737081
186,C0013404,Dyspnea,,,,,,,https://patient.info//forums/discuss/covid-9-symptoms-for-9-weeks-737081
186,C0677500,Stinging Sensation,,,,,,,https://patient.info//forums/discuss/covid-9-symptoms-for-9-weeks-737081
186,,,,,,,C0015392,Eye,https://patient.info//forums/discuss/covid-9-symptoms-for-9-weeks-737081
186,C0231528,Myalgia,,,,,,,https://patient.info//forums/discuss/covid-9-symptoms-for-9-weeks-737081
186,C1321587,Breathing abnormally deep,,,,,,,https://patient.info//forums/discuss/covid-9-symptoms-for-9-weeks-737081
186,C0000737,Abdominal Pain,,,,,,,https://patient.info//forums/discuss/covid-9-symptoms-for-9-weeks-737081
186,C0011991,Diarrhea,,,,,,,https://patient.info//forums/discuss/covid-9-symptoms-for-9-weeks-737081
186,C0015967,Fever,,,,,,,https://patient.info//forums/discuss/covid-9-symptoms-for-9-weeks-737081
186,C0018681,Headache,,,,,,,https://patient.info//forums/discuss/covid-9-symptoms-for-9-weeks-737081
186,C0027497,Nausea,,,,,,,https://patient.info//forums/discuss/covid-9-symptoms-for-9-weeks-737081
186,C0007859,Neck Pain,,,,,,,https://patient.info//forums/discuss/covid-9-symptoms-for-9-weeks-737081
186,C0235234,Pharyngeal dryness,,,,,,,https://patient.info//forums/discuss/covid-9-symptoms-for-9-weeks-737081
186,C0031350,Pharyngitis,,,,,,,https://patient.info//forums/discuss/covid-9-symptoms-for-9-weeks-737081
186,C0242429,Sore Throat,,,,,,,https://patient.info//forums/discuss/covid-9-symptoms-for-9-weeks-737081
186,C0221512,Stomach ache,,,,,,,https://patient.info//forums/discuss/covid-9-symptoms-for-9-weeks-737081
186,C3714552,Weakness,,,,,,,https://patient.info//forums/discuss/covid-9-symptoms-for-9-weeks-737081
186,C0238741,Upper back pain,,,,,,,https://patient.info//forums/discuss/covid-9-symptoms-for-9-weeks-737081
186,C0003862,Arthralgia,,,,,,,https://patient.info//forums/discuss/covid-9-symptoms-for-9-weeks-737081
186,C0239377,Arm Pain,,,,,,,https://patient.info//forums/discuss/covid-9-symptoms-for-9-weeks-737081
186,C0004604,Back Pain,,,,,,,https://patient.info//forums/discuss/covid-9-symptoms-for-9-weeks-737081
186,,,,,,,C0023217,Leg Bones,https://patient.info//forums/discuss/covid-9-symptoms-for-9-weeks-737081
186,,,,,,,C0014876,Esophagus,https://patient.info//forums/discuss/covid-9-symptoms-for-9-weeks-737081
186,,,,,,,C0227073,Mandibular right first molar,https://patient.info//forums/discuss/covid-9-symptoms-for-9-weeks-737081
186,,,,,,,C4083049,Muscle (organ),https://patient.info//forums/discuss/covid-9-symptoms-for-9-weeks-737081
186,,,C1959633,Spatial guidance for medical procedure,,,,,https://patient.info//forums/discuss/covid-9-symptoms-for-9-weeks-737081
186,,,,,,,C0262950,Skeletal bone,https://patient.info//forums/discuss/covid-9-symptoms-for-9-weeks-737081
186,C0009450,Communicable Diseases,,,,,,,https://patient.info//forums/discuss/covid-9-symptoms-for-9-weeks-737081
186,,,,,,,C1268087,Upper body structure,https://patient.info//forums/discuss/covid-9-symptoms-for-9-weeks-737081
186,C0277556,Recurrent disease,,,,,,,https://patient.info//forums/discuss/covid-9-symptoms-for-9-weeks-737081
186,,,,,,,C1140621,Leg,https://patient.info//forums/discuss/covid-9-symptoms-for-9-weeks-737081
186,,,,,,,C0018563,Hand,https://patient.info//forums/discuss/covid-9-symptoms-for-9-weeks-737081
186,,,C1522704,Exercise Pain Management,,,,,https://patient.info//forums/discuss/covid-9-symptoms-for-9-weeks-737081
186,C0015672,Fatigue,,,,,,,https://patient.info//forums/discuss/covid-9-symptoms-for-9-weeks-737081
186,C0042870,Vitamin D Deficiency,,,,,,,https://patient.info//forums/discuss/covid-9-symptoms-for-9-weeks-737081
186,C1457887,Symptoms,,,,,,,https://patient.info//forums/discuss/covid-9-symptoms-for-9-weeks-737081
186,,,C4722408,Reactive Therapy,,,,,https://patient.info//forums/discuss/covid-9-symptoms-for-9-weeks-737081
186,C0272238,Transient hypogammaglobulinemia of infancy,,,,,,,https://patient.info//forums/discuss/covid-9-symptoms-for-9-weeks-737081
186,C0376286,Avitaminosis,,,,,,,https://patient.info//forums/discuss/covid-9-symptoms-for-9-weeks-737081
186,C1457887,Symptoms,,,,,,,https://patient.info//forums/discuss/covid-9-symptoms-for-9-weeks-737081
186,C1510471,Vitamin Deficiency,,,,,,,https://patient.info//forums/discuss/covid-9-symptoms-for-9-weeks-737081
186,C0013404,Dyspnea,,,,,,,https://patient.info//forums/discuss/covid-9-symptoms-for-9-weeks-737081
186,C0917801,Sleeplessness,,,,,,,https://patient.info//forums/discuss/covid-9-symptoms-for-9-weeks-737081
186,C0015967,Fever,,,,,,,https://patient.info//forums/discuss/covid-9-symptoms-for-9-weeks-737081
